Date,Data storage capacity,Data storage capacity added per day,Cumulative renewable energy purchases,Energy intensity lower bound,Energy intensity estimate,Energy intensity upper bound,Energy consumption rate lower bound,Energy consumption rate estimate,Energy consumption rate upper bound,Energy used to seal data lower bound,Energy used to seal data estimate,Energy used to seal data upper bound,Cumulative energy use lower bound,Cumulative energy use estimate,Cumulative energy use upper bound,Energy used to store data lower bound,Energy used to store data estimate,Energy used to store data upper bound
2020-08-24T00:00:00.000Z,498448,2053024,15734658.469945356,1404.0981128046644,10618.245612622137,21402.982537176304,651.804633560832,4929.158174544832,9935.604259083471,551.89391168,3137.98559328,5143.6463296,15643.178933229696,118299.91125901815,238454.2727987304,0.4828964224,1.6056006976,4.3351517904
2020-08-25T00:00:00.000Z,9237744,13984256,16020743.169398908,516.8322193997618,3906.0164568724977,7877.754828824675,4446.472724682496,33604.707651189696,67774.84193765202,3759.24769792,21374.51576832,35036.1549824,122357.62334796404,924813.6786911354,1865048.9166037235,8.9495263872,29.7566209728,80.3434308912
2020-08-26T00:00:00.000Z,22553828,13212864,16306827.868852459,200.7629757849918,1514.9303033347144,3059.6856082315426,4217.004053874752,31820.94310726875,64268.35706655829,3551.88210048,20195.46623808,33103.5094656,223564.8693625563,1688517.0538333997,3407488.0097032087,21.8501485664,72.6503907536,196.1574082644
2020-08-27T00:00:00.000Z,36361328,14277536,16592912.56830601,134.9661488260472,1017.1726598228856,2056.697582069893,4570.510616861952,34445.66271868755,69648.26525975979,3838.08722752,21822.78544992,35770.9386944,333256.20429415366,2515213.759323516,5079044.780465629,35.2268545664,117.1271097536,316.2453780144
2020-08-28T00:00:00.000Z,51427203,16174560,16878997.26775956,108.3505579429849,815.8238347968025,1650.9771210880035,5189.484114290352,39074.13963632065,79074.06944273815,4348.0452192,24722.3297232,40523.742624,457802.7809425705,3452994.0171631253,6976820.6396327885,49.8226742664,165.6573063036,447.2778126519
2020-08-29T00:00:00.000Z,66588868,13150592,17165081.967213113,68.49217150536847,514.2923259939347,1043.3872693160029,4247.591055374912,31894.20682287131,64706.40855782085,3535.14214144,20100.28535424,32947.4931968,559744.119005227,4218455.717989568,8529772.975481283,64.5112953184,214.4960616016,579.1433616564
2020-08-30T00:00:00.000Z,79698897,13833952,17451166.666666664,60.34789042160927,452.6802643229448,919.2381760200254,4479.345216303248,33600.36551971655,68230.80471631873,3718.84297664,21144.78061344,34659.5833408,667247.5129026455,5024865.26584194,10167310.7427703,77.2122914136,256.7260870164,693.1652168781
2020-08-31T00:00:00.000Z,93902134,14401344,17737251.36612022,53.46361714843382,400.6002507398362,814.2962816923844,4675.563184169056,35033.764713821656,71212.79701514172,3871.36929408,22012.02226368,36081.1272576,779460.1014729117,5865676.42615459,11876416.261826713,90.9723874192,302.4775540408,816.6950300382
2020-09-01T00:00:00.000Z,108235381,13977696,18023369.398907103,45.213010948803024,338.18383205698944,688.5263987165946,4557.564357482704,34089.6247986036,69404.8750155126,3757.48423872,21364.48900512,35019.7195584,888840.7454974985,6683828.20475696,13542131.70023342,104.8584371128,348.6478092772,941.3555791713
2020-09-02T00:00:00.000Z,122057055,13924832,18309487.43169399,40.08459754622796,299.3870224203627,610.3503304511864,4556.59621148632,34032.66729959142,69381.2629702954,3743.27333824,21283.68796704,34887.2740928,998198.1574240943,7500613.000420063,15207280.455462309,118.248874884,393.170185566,1061.5668244515
2020-09-03T00:00:00.000Z,135607368,14234944,18595605.464480877,36.9807677709507,275.9063309309712,563.0364363968487,4670.456595754112,34845.37019588611,71108.23805246135,3826.63764608,21757.68485568,35664.2286976,1110288.198593221,8336902.682975706,16913876.578009095,131.3764181184,436.8184538016,1179.4179617064
2020-09-04T00:00:00.000Z,150591341,14609408,18881723.49726776,34.27022585098828,255.4008898469752,521.7177100116407,4806.368860670544,35819.74887722104,73170.44732542905,3927.30105856,22330.04184576,36602.4108032,1225640.1099943751,9196577.47487172,18669965.681261875,145.8928911608,485.0848276292,1309.7380700793
2020-09-05T00:00:00.000Z,165302294,15378912,19167841.530054644,32.91514561878686,245.14961217410328,501.0612542188039,5067.278703795296,37740.7234772943,77138.25884916396,4134.15912384,23506.20562464,38530.3261248,1347253.80805292,10102355.70029942,20521282.175094526,160.1448624272,532.4717494328,1437.6836416062
2020-09-06T00:00:00.000Z,181284907,16179360,19453959.562841527,31.625353838313583,235.3922462502132,481.40003692539847,5339.457960259888,39742.38547495659,81277.04348770663,4349.3355552,24729.6663792,40535.768544,1475399.756695351,11056173.858535329,22471929.410804547,175.6288179016,583.9549424284,1576.6892216511
2020-09-07T00:00:00.000Z,197461582,15990240,19740077.59562841,28.8088538218046,214.0852246814784,438.4661155980787,5297.960574981088,39370.364647759285,80634.1067323382,4298.4963168,24440.6021328,40061.947296,1602549.7802757146,12001063.506318511,24407146.18551932,191.3007806416,636.0632479384,1717.3826171286
2020-09-08T00:00:00.000Z,212556411,14180928,20026195.6284153,23.950915036639955,177.3345746305712,364.41308510184086,4741.289224805424,35104.90127809892,72138.69829725928,3812.11706496,21675.12302016,35528.8970112,1716339.8080222155,12843581.93181972,26138473.359977376,205.9246509768,684.6867111132,1848.6668733903
2020-09-09T00:00:00.000Z,225733428,12467200,20312313.661202185,20.03868459489459,147.73827499786248,304.7761623197725,4212.745433874752,31059.111712569553,64073.28685105469,3351.432704,19055.741184,31235.32288,1817444.895198448,13589001.311695483,27676230.851230487,218.6905450464,727.1325182736,1963.2713433444
2020-09-10T00:00:00.000Z,238218136,12554176,20598431.693989072,19.177170019887555,141.22085638474042,291.64348034963785,4254.607200522624,31330.966551133024,64703.418189141295,3374.81359232,19188.68139072,31453.2325504,1919554.65917054,14340945.212571684,29229111.484878376,230.7857301568,767.3482596832,2071.8545942328
2020-09-11T00:00:00.000Z,251328502,13990464,20884549.72677596,20.18728786819391,148.86246925698333,307.0414281487865,4725.196230556768,34843.92669273417,71868.54462006608,3760.91653248,21384.00451008,35051.7085056,2032958.467326288,15177200.237348823,30953954.992367584,243.4870527376,809.5793706424,2185.8793804446
2020-09-12T00:00:00.000Z,265805237,14373408,21170667.75956284,19.6453659636144,144.76279177011523,298.78052551062245,4863.218549555408,35836.08956563951,73963.24388155299,3863.85953856,21969.32292576,36011.1364032,2149674.7864656867,16037267.192539316,32729071.23933963,257.5121136056,856.2118294244,2311.7878877601
2020-09-13T00:00:00.000Z,279429178,12846848,21456785.79234973,16.886638159947253,123.8928210722768,256.72726728520854,4394.556787067552,32241.706878251753,66810.37067220744,3453.48967936,19636.02176256,32186.4929792,2255143.3216585848,16811068.87767034,34332518.69987589,270.7109876464,900.0972681736,2430.2793898194
2020-09-14T00:00:00.000Z,292516285,13080256,21742903.82513661,16.457826229721174,120.64882853093016,250.19058077051716,4483.55654989704,32868.00078253234,68158.67426710586,3516.23441792,19992.77888832,32771.2733824,2362747.8361213803,17599901.629586387,35968325.42060705,283.389776908,942.253457242,2544.1018855305
2020-09-15T00:00:00.000Z,304906961,11985056,22029021.857923497,14.615499224721045,106.71149460509706,222.10667442283903,4150.315608929424,30302.514809936325,63070.90736560922,3221.82275392,18318.79854432,30027.3593024,2462354.6385624986,18327162.65677526,37482025.85808762,295.3938638168,982.1663027732,2651.8673119053
2020-09-16T00:00:00.000Z,316691714,11650336,22315139.890710384,13.75731520947606,100.21927191182944,209.02476255388024,4057.612022130976,29558.886771639176,61650.21129104435,3131.84332352,17807.18906592,29188.7518144,2559736.5764857945,19036576.592284285,38961629.6271826,306.8109325232,1020.1273491368,2754.3628441722
2020-09-17T00:00:00.000Z,329044193,13157152,22601257.923497267,14.846669345912408,108.46031290064124,225.6305656844336,4549.706665485712,33237.259956932605,69143.64863351728,3536.90560064,20110.31211744,32963.9286208,2668928.6887684623,19834271.56869588,40621075.724114746,318.7780141784,1059.9171544916,2861.7960597789
2020-09-18T00:00:00.000Z,342387234,13806400,22887375.95628415,14.961778546850256,109.3311221364894,227.38525744660225,4770.906616353056,34862.73856687245,72507.01016701762,3711.436448,21102.668208,34590.55456,2783429.5580421966,20670978.068135727,42361242.42529938,331.7047522992,1102.8977581608,2977.8444902682
2020-09-19T00:00:00.000Z,356456000,13915616,23173493.98907104,14.524064770695722,106.01978650191096,220.71287373662588,4821.6339497856,35195.9737179104,73271.270953736,3740.79589312,21269.60158752,34864.1843264,2899147.8762817434,21515682.217321943,44119751.37316071,345.3345728,1148.2160672,3100.2047688
2020-09-20T00:00:00.000Z,369501711,12163008,23459612.021857925,12.439094740656587,90.24684095253619,188.93018645992797,4280.607020448624,31056.219846296124,65015.65422536097,3269.65981056,18590.79283776,30473.2002432,3001881.661134231,22261032.175357483,45680125.71538972,357.9732576168,1190.2389114732,3213.6672310803
2020-09-21T00:00:00.000Z,382386300,13514912,23745730.05464481,13.265484835608392,96.49854039301822,201.52744089428583,4724.1706997104,34365.542061894,71768.95856115471,3633.07864384,20657.13754464,33860.2605248,3115260.88718853,23085805.942340244,47402579.21060656,370.45584744,1231.74274956,3325.72836699
2020-09-22T00:00:00.000Z,395864521,14000288,24031848.08743169,13.273234414834935,96.55716650725955,201.64557326527185,4893.543742363664,35598.461021216164,74342.19892362808,3763.55742016,21399.02019936,35076.3215552,3232705.034994703,23940169.79155157,49186790.42028345,383.5135479448,1275.1587950452,3442.9524984933
2020-09-23T00:00:00.000Z,409845484,13530528,24317966.120218575,12.471929984801504,90.49524189381424,189.43071753772588,4760.515113393856,34541.88463619666,72305.39257984287,3637.27653696,20681.00613216,33899.3848512,3346956.5259712967,24769175.781192858,50922118.33020377,397.0583048992,1320.1942730608,3564.5491279932
2020-09-24T00:00:00.000Z,423384187,13591264,24604084.153005462,12.161222624241608,88.14471876432385,184.69438333005476,4795.258262837808,34756.10175391371,72826.33458232654,3653.60358848,20773.83928608,34051.5528256,3462041.848621448,25603322.985063545,52669948.84139663,410.1746003656,1363.8051431644,3682.2992895951
2020-09-25T00:00:00.000Z,436700057,13132032,24890202.18579235,11.46965819292977,82.91298499270644,174.15237278055105,4664.808871804688,33721.42582419799,70829.27145059397,3530.15284224,20071.91695104,32900.9929728,3573996.4154742025,26412637.940881558,54369849.888745695,423.0750152216,1406.6982236084,3798.1114057461
2020-09-26T00:00:00.000Z,449566170,12802272,25176320.218579236,10.926706055807292,78.80551372388021,165.87576557193105,4574.91482815248,32995.16903211108,69450.71054994213,3441.50675904,19567.88868384,32074.8122688,3683793.5465250816,27204522.715206765,56036665.51132882,435.539705496,1448.142546804,3910.011850341
2020-09-27T00:00:00.000Z,462861672,13481024,25462438.25136612,11.147563137236403,80.47631314516008,169.2424478027418,4805.419326226048,34691.20791066845,72955.9383945072,3623.96887168,20605.34075328,33775.3575296,3799122.741799093,28037112.46066072,57787606.52633301,448.4203878336,1490.9700178464,4025.6468198856
2020-09-28T00:00:00.000Z,476564953,14081792,25748556.284153003,11.291684928786225,81.56660467829589,171.439399204724,5011.652873249552,36202.17100240445,76090.92558207692,3785.46732544,21523.59661824,35280.5216768,3919401.5034953863,28905965.35398879,59613787.16670484,461.6961264664,1535.1110266036,4144.8283657269
2020-09-29T00:00:00.000Z,490906709,14726176,26034674.316939887,11.444745134629372,82.72451594692681,173.77260523969443,5232.451641359056,37821.02826714876,79447.5318422304,3958.69063232,22508.51823072,36894.9613504,4044979.394109937,29813670.8577878,61520526.285312384,475.5904196792,1581.3086910308,4269.5629201857
2020-09-30T00:00:00.000Z,506323016,16208128,26320792.349726774,12.130550501022066,87.91268198563863,184.22682624944733,5720.161754095744,41455.230012179745,86872.17002243562,4357.06896896,24773.63740416,40607.8438912,4182262.231950964,30808597.28652948,63605456.55464116,490.5257379008,1630.9676991392,4403.6431670568
2020-10-01T00:00:00.000Z,523302758,17270400,26614909.307244845,12.468170743322286,90.46680296648945,189.37341273496605,6076.533475141472,44090.233277349274,92293.72178770606,4642.628928,26397.288288,43269.26016,4328097.922657028,31866763.853174508,65820503.94763072,506.9757119504,1685.6628440696,4551.3210771534
2020-10-02T00:00:00.000Z,540054934,16409824,26901026.264762912,11.576747839578385,83.72312573389429,175.78481674903395,5822.703047132256,42109.831369008854,88413.67215626093,4411.28888768,25081.92368928,41113.1730496,4467841.738536061,32877400.725784946,67942430.24563238,523.2052200592,1739.6249534008,4697.0197774782
2020-10-03T00:00:00.000Z,556692019,16731264,27187143.22228098,11.464119297993719,82.87108286127466,174.06793944910035,5943.685507454896,42965.328725762,90247.236802326,4497.69838848,25573.23508608,41918.5088256,4610489.112753102,33908569.55297385,70108362.05921964,539.3232280072,1793.2163316028,4841.7174968487
2020-10-04T00:00:00.000Z,573316123,16328704,27473260.179799046,10.928138483878216,78.8163501434165,165.89760109607224,5834.994825706032,42083.37915431153,88579.73802406403,4389.48220928,24957.93420288,40909.9350016,4750527.936544306,34918571.567884855,72234273.94711348,555.4286599624,1846.7658954076,4986.3023165679
2020-10-05T00:00:00.000Z,589462897,16063840,27759377.13731712,10.509373027220024,75.64835988424488,159.51406015327933,5769.436685628048,41529.44439152775,87570.04515285074,4318.2814688,24553.0975248,40246.344736,4888993.382038295,35915279.13364369,74335953.23569599,571.0716546136,1898.7778838164,5126.7356540781
2020-10-06T00:00:00.000Z,604849072,15066048,28045494.094835185,9.711389185903345,69.611555758992,147.34982253114424,5470.518709090048,39212.85728113965,83003.5688516938,4050.05502336,23028.00238656,37746.4766592,5020284.860381116,36856388.55282797,76328037.20455097,585.9777809536,1948.3398307264,5260.5538339056
2020-10-07T00:00:00.000Z,620513758,15891296,28331611.052353248,9.950192908730704,71.41812279011295,150.99007823447963,5750.201264975072,41272.423939591674,87256.93530029706,4271.89819072,24289.36919712,39814.0529984,5158288.666896098,37846927.61806942,78422201.87595344,601.1537287504,1998.7989172696,5396.7943074534
2020-10-08T00:00:00.000Z,637046450,16793440,28617728.00987132,10.206154703574622,73.35449184800177,154.89188668404944,6055.2681070408,43520.9075206178,91896.69652457903,4514.4125408,25668.2692368,42074.284576,5303614.019497326,38891430.33981976,80627720.7159268,617.17060076,2052.05402474,5540.584089585
2020-10-09T00:00:00.000Z,653366103,16827360,28903844.967389386,9.999569664059555,71.79166143190922,151.74276338138577,6084.684155027952,43684.83839338825,92334.65229063026,4523.5309152,25720.1149392,42159.267744,5449645.355064847,39939867.404417776,82843750.4904949,632.9810805864,2104.6228909836,5682.5210076219
2020-10-10T00:00:00.000Z,670565091,16985568,29189961.924907457,9.854937186111561,70.69750652009878,149.53802722189823,6154.530542906544,44151.46996558005,93388.35331798783,4566.06038976,25961.93112096,42555.6420672,5597352.993748428,40999503.63561581,85085069.07204035,649.6434601608,2160.0242711292,5832.1057659543
2020-10-11T00:00:00.000Z,687092040,15725664,29476078.882425524,9.022868751863518,64.40285004175048,136.85421380611456,5773.77276250176,41211.66245732496,87573.60367722755,4227.37299648,24036.20565408,39399.0785856,5735922.526875391,41988584.41599935,87186833.80299805,665.654768352,2213.260879248,5975.845599492
2020-10-12T00:00:00.000Z,700167777,11251744,29762195.83994359,6.700934744151517,46.83725526329917,101.45931537543768,4369.559310036368,30541.733744075267,66159.79904528905,3024.69382208,17197.95315168,28190.1194176,5840791.2253889,42721586.65650615,88774667.72273636,678.3225423576,2255.3804432724,6089.5692069021
2020-10-13T00:00:00.000Z,713290777,14750240,30048312.79746166,8.270780341126777,58.71324809066452,125.38959301133704,5494.310833437968,39003.43398636567,83296.78347964805,3965.1595168,22545.2993328,36955.251296,5972653.735062948,43657669.89891513,90773788.87795284,691.0361047576,2297.6522508724,6203.7038748021
2020-10-14T00:00:00.000Z,728089175,14635936,30334429.75497973,8.074154246199553,57.22575779383033,122.39228101381497,5474.9700277468,38803.9786190351,82992.47818972607,3934.43231552,22370.58909792,36668.8740544,6104052.072764788,44588966.206101544,92765606.71898432,705.37279274,2345.32085051,6332.4099817275
2020-10-15T00:00:00.000Z,740427140,8998752,30620546.7124978,5.366941780984291,36.745504270173,81.12430788525147,3700.91698452896,25338.83660530856,55941.417135257456,2419.04451264,13754.32246944,22545.4732608,6192873.500621889,45197098.789,94108199.72464696,717.325813232,2385.063903368,6439.716964722
2020-10-16T00:00:00.000Z,747254940,5496512,30906663.670015864,3.732796594801058,24.383080508639505,56.213865687572415,2597.78527122016,16969.04875570776,39121.21880011167,1477.57235584,8401.25369664,13770.9611648,6255219.993001898,45604356.26721099,95047108.36163092,723.940585872,2407.057612728,6499.100389662
2020-10-17T00:00:00.000Z,752852822,6105600,31192780.627533928,3.989726445159264,26.326772974872647,60.13043089874255,2797.392023025248,18458.986029295447,42160.38118134656,1641.307392,9332.226432,15296.97024,6322357.008182907,46047372.27412686,96058956.82770076,729.3638139536,2425.0895102264,6547.7868487806
2020-10-18T00:00:00.000Z,759075393,6242240,31478897.585052,4.028393499839344,26.619291974779888,60.719860429672025,2847.848813095312,18818.35005910861,42925.54400727008,1678.0389568,9541.0765728,15639.308096,6390704.977522156,46499013.02541677,97089169.18632364,735.3922407384,2445.1336559316,6601.9064155389
2020-10-19T00:00:00.000Z,764893562,5329792,31765014.54257007,3.600784854905272,23.38440237166149,54.201516452086366,2565.064610600608,16658.174642642407,38611.13543141442,1432.75468544,8146.42717824,13353.2608768,6452266.184788731,46898809.515569694,98015835.84108932,741.0288828656,2463.8751419144,6652.5087767826
2020-10-20T00:00:00.000Z,771021770,7059360,32051131.500088137,4.345958585533799,29.02169427930949,65.56073183943288,3120.70239425168,20839.60742841668,47077.19339554653,1897.6971552,10790.0199792,17686.520544,6527162.587430325,47398960.48952177,99145687.69372013,746.965890776,2483.615325524,6705.807640221
2020-10-21T00:00:00.000Z,778385567,7564192,32337248.457606204,4.53735665893241,30.469634223997733,68.47834937088311,3289.257116284528,22088.292531416828,49641.87629733136,2033.40609344,11561.64054624,18951.3266368,6606104.270875392,47929079.93424117,100337091.87958032,754.0999373096,2507.3355884204,6769.8527918691
2020-10-22T00:00:00.000Z,785860588,7453472,32623365.41512427,4.457886465684682,29.868436598691265,67.2669284567111,3262.681215219392,21860.401284031792,49231.97249876793,2003.64234304,11392.40834784,18673.9287488,6684408.139828363,48453729.98281759,101518658.3866476,761.3417376544,2531.4141260656,6834.8652920124
2020-10-23T00:00:00.000Z,793812131,8501952,32909482.37264234,4.875396625188439,33.026930446221485,73.63133400843171,3604.357116400304,24416.649749413005,54435.28868035036,2285.49473664,12994.97857344,21300.7905408,6770912.162858207,49039730.05332941,102825104.3649084,769.0451925128,2557.0276363772,6904.0222469463
2020-10-24T00:00:00.000Z,802789656,9597216,33195599.33016041,5.299289324161172,36.23370865566602,80.09303316775869,3962.046144146304,27090.354363700702,59882.04716215058,2579.92360512,14669.05673952,24044.8649664,6866000.6519882865,49689899.095972575,104262272.42433992,777.7426187328,2585.9460399072,6982.1024751288
2020-10-25T00:00:00.000Z,813196776,11368576,33481716.28767848,5.9890950614638,41.4521377828782,90.60823468840115,4535.832251552384,31393.714997306783,68622.01199648826,3056.10060032,17376.52735872,28482.8303104,6974859.893570929,50443348.89310526,105909199.44185136,787.8250365888,2619.4694548512,7072.6163199048
2020-10-26T00:00:00.000Z,825357775,12541792,33767833.24519654,6.403085628646944,44.584005665896136,96.91898858064665,4921.8875426748,34270.5805944199,74499.13841688348,3371.48452544,19169.75281824,31422.2056768,7092984.386552549,51265843.53032624,107697177.36234894,799.60661242,2658.64246483,7178.3841765075
2020-10-27T00:00:00.000Z,838198387,13054400,34053950.202714615,6.532095564620483,45.55997494416954,98.88557917502413,5099.169878284208,35565.62355716091,77193.35422112234,3509.283808,19953.258768,32706.49376,7215363.622562487,52119419.227384165,109549816.40486585,812.0465973256,2700.0046442044,7290.0628312551
2020-10-28T00:00:00.000Z,851544351,13896832,34340067.16023268,6.785912531766956,47.48011822902702,102.75469248414196,5381.652603676784,37654.700188655486,81490.89098313195,3735.74637824,21240.89080704,34817.1228928,7344522.389705637,53023132.81081544,111505596.23553172,824.9761672488,2742.9946634412,7406.1366839523
